GeneName	RMS.FPNormalsStatus	RMS.FNNormalsStatus	EWSNormalsStatus	ASPSNormalsStatus	DSRCTNormalsStatus	HBLNormalsStatus	MLNormalsStatus	NB.MYCN.NANormalsStatus	NB.MYCN.ANormalsStatus	NB.UnknownNormalsStatus	OSNormalsStatus	SSNormalsStatus	TeratomaNormalsStatus	UDSNormalsStatus	YSTNormalsStatus	WTNormalsStatus	CCSKNormalsStatus	RowSum
CXCR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEGR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPAGT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GALT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC12A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2CD2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUT9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB40A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCFC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFEMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP7B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGFL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHCR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPSE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAKD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COQ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYSLTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VANGL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFT2D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF10D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF10C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSPG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRC6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRFN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC19A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUSD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOMM20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPY19L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLIM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USMG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO4C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XXYLT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRROS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEMD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGMB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB561D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTNAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINGO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGDCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL20RB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLT1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMKLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC29A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FZD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNIH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTDSS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEZ6L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RY14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCKSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53I11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOLK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCUBE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCTP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG10B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRIMA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBSCR28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPEAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOK7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMIGO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GALT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNE1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YES1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC5R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM39A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRTM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4M1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRLF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC14A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPCAT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC37A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDNF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK5R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC37A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSIG10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY6H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEAF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCAML1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN1B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FZD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRN4CL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMM22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPFIA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UMODL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17RA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAALADL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVRL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMDC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BET1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPY19L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM26E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM151B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4HTM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTXN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERBB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD300LB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOLD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR1F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMTC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSMEM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6C4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCER1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPRML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYADM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKPD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRXN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPBAR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM86B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYNX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FZD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM73A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC47A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1PR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLRN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSMEM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8G2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OFCC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM45A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
